name,form,dose
KERALYT,Shampoo,6 %
KERALYT,Liquid,26 %
KERALYT,LIQ-FILM,27.5 %
KERALYT,Ointment,3 %
KERALYT,Gel,6 %
KERALYT,Lotion,6 %
KERALYT,Cream (g),6 %
KERALYT,Foam,6 %
KERALYT,Cream,6 %
KERALYT,KIT CLCMER,6 %
KERALYT,LOTION ER,6 %
KERALYT SCALP,Shampoo,6 %
KERALYT SCALP,Liquid,26 %
KERALYT SCALP,LIQ-FILM,27.5 %
KERALYT SCALP,Ointment,3 %
KERALYT SCALP,Gel,6 %
KERALYT SCALP,Lotion,6 %
KERALYT SCALP,Cream (g),6 %
KERALYT SCALP,Foam,6 %
KERALYT SCALP,Cream,6 %
KERALYT SCALP,KIT CLCMER,6 %
KERALYT SCALP,LOTION ER,6 %
KERENDIA,Tablet,10 MG
KERENDIA,Tablet,20 MG
KERYDIN,SOL W/APPL,5 %
KESIMPTA PEN,PEN INJCTR,20MG/0.4ML
KETALAR,VIAL,100 MG/ML
KETALAR,VIAL,10 MG/ML
KETALAR,VIAL,50 MG/ML
KETALAR,TROCHE,100 MG
KETALAR,Syringe,50MG/ML(1)
KETALAR,Syringe,100 MG/2ML
KETAMINE HCL,VIAL,100 MG/ML
KETAMINE HCL,VIAL,10 MG/ML
KETAMINE HCL,VIAL,50 MG/ML
KETAMINE HCL,TROCHE,100 MG
KETAMINE HCL,Syringe,50MG/ML(1)
KETAMINE HCL,Syringe,100 MG/2ML
KETAMINE HCL-NACL,Syringe,50 MG/5 ML
KETAMINE HCL-NACL,Syringe,30 MG/3 ML
KETAMINE HCL-NACL,Syringe,100MG/10ML
KETAMINE HCL-NACL,Syringe,20 MG/2 ML
KETAMINE HCL-WATER,VIAL,10 MG/ML
KETAMINE HCL-WATER,Syringe,50 MG/ML
KETOCONAZOLE,Shampoo,2 %
KETOCONAZOLE,Cream (g),2 %
KETOCONAZOLE,Tablet,200 MG
KETOCONAZOLE,Foam,2 %
KETODAN,Foam,2 %
KETODAN,COMBO. PKG,2 %
KETOPROFEN,Capsule,75 MG
KETOPROFEN,Capsule,50 MG
KETOPROFEN,Capsule,25 MG
KETOPROFEN,CAP24H PEL,200 MG
KETOROLAC TROMETHAMINE,Tablet,10 MG
KETOROLAC TROMETHAMINE,Drops,0.5 %
KETOROLAC TROMETHAMINE,Drops,0.4 %
KETOROLAC TROMETHAMINE,VIAL,30MG/ML(1)
KETOROLAC TROMETHAMINE,VIAL,60 MG/2 ML
KETOROLAC TROMETHAMINE,VIAL,15 MG/ML
KETOROLAC TROMETHAMINE,VIAL,30 MG/ML
KETOROLAC TROMETHAMINE,CARTRIDGE,30 MG/ML
KETOROLAC TROMETHAMINE,CARTRIDGE,15 MG/ML
KETOROLAC TROMETHAMINE,CARTRIDGE,60 MG/2 ML
KETOROLAC TROMETHAMINE,SPRAY,15.75 MG
KETOROLAC TROMETHAMINE,Syringe,60 MG/2 ML
KETOROLAC TROMETHAMINE,Syringe,30 MG/ML
KETOROLAC TROMETHAMINE,Syringe,15 MG/ML
KETOTIFEN FUMARATE,Drops,0.025 %
KEVEYIS,Tablet,50 MG
KEVZARA,PEN INJCTR,200MG/1.14
KEVZARA,PEN INJCTR,150MG/1.14
KEVZARA,Syringe,150MG/1.14
KEVZARA,Syringe,200MG/1.14
KEYTRUDA,VIAL,100 MG/4ML
KHAPZORY,VIAL,175 MG
KHAPZORY,VIAL,300 MG
KIMMTRAK,VIAL,100MCG/0.5
KIMYRSA,VIAL,1200 MG
KINERET,Syringe,100MG/0.67
KINRIX,VIAL,25-25-10
KINRIX,Syringe,25-25-10
KISQALI,Tablet,600 MG/DAY
KISQALI,Tablet,400 MG/DAY
KISQALI,Tablet,200 MG/DAY
KISQALI FEMARA CO-PACK,Tablet,200-2.5 MG
KISQALI FEMARA CO-PACK,Tablet,400-2.5 MG
KISQALI FEMARA CO-PACK,Tablet,600-2.5 MG
KITABIS PAK,Drops,0.3 %
KITABIS PAK,AMPUL-NEB,300 MG/5ML
KITABIS PAK,AMPUL-NEB,300 MG/4ML
KLARON,Drops,10 %
KLARON,SUSPENSION,10 %
KLARON,Ointment,10 %
KLISYRI,OINT PACK,1 %
KLONOPIN,Tablet,0.5 MG
KLONOPIN,Tablet,1 MG
KLONOPIN,Tablet,2 MG
KLONOPIN,TAB RAPDIS,0.25 MG
KLONOPIN,TAB RAPDIS,0.5 MG
KLONOPIN,TAB RAPDIS,0.125 MG
KLONOPIN,TAB RAPDIS,1 MG
KLONOPIN,TAB RAPDIS,2 MG
KLOR-CON,PACKET,20 MEQ
KLOR-CON 10,Tablet,20 MEQ
KLOR-CON 10,Tablet,10 MEQ
KLOR-CON 10,Tablet,8 MEQ
KLOR-CON 10,TAB ER PRT,20 MEQ
KLOR-CON 10,TAB ER PRT,10 MEQ
KLOR-CON 10,TAB ER PRT,15 MEQ
KLOR-CON 10,Capsule ER,10 MEQ
KLOR-CON 10,Capsule ER,8 MEQ
KLOR-CON 10,PACKET,20 MEQ
KLOR-CON 10,Liquid,20MEQ/15ML
KLOR-CON 10,Liquid,40MEQ/15ML
KLOR-CON 10,PIGGYBACK,30MEQ/0.1L
KLOR-CON 10,PIGGYBACK,10MEQ/0.1L
KLOR-CON 10,PIGGYBACK,20MEQ/0.1L
KLOR-CON 10,PIGGYBACK,40MEQ/0.1L
KLOR-CON 10,PIGGYBACK,10MEQ/50ML
KLOR-CON 10,PIGGYBACK,20MEQ/50ML
KLOR-CON 10,VIAL,2 MEQ/ML
KLOR-CON 10,AMPUL,2 MEQ/ML
KLOR-CON 10,IV SOLN,2 MEQ/ML
KLOR-CON 8,Tablet,20 MEQ
KLOR-CON 8,Tablet,10 MEQ
KLOR-CON 8,Tablet,8 MEQ
KLOR-CON 8,TAB ER PRT,20 MEQ
KLOR-CON 8,TAB ER PRT,10 MEQ
KLOR-CON 8,TAB ER PRT,15 MEQ
KLOR-CON 8,Capsule ER,10 MEQ
KLOR-CON 8,Capsule ER,8 MEQ
KLOR-CON 8,PACKET,20 MEQ
KLOR-CON 8,Liquid,20MEQ/15ML
KLOR-CON 8,Liquid,40MEQ/15ML
KLOR-CON 8,PIGGYBACK,30MEQ/0.1L
KLOR-CON 8,PIGGYBACK,10MEQ/0.1L
KLOR-CON 8,PIGGYBACK,20MEQ/0.1L
KLOR-CON 8,PIGGYBACK,40MEQ/0.1L
KLOR-CON 8,PIGGYBACK,10MEQ/50ML
KLOR-CON 8,PIGGYBACK,20MEQ/50ML
KLOR-CON 8,VIAL,2 MEQ/ML
KLOR-CON 8,AMPUL,2 MEQ/ML
KLOR-CON 8,IV SOLN,2 MEQ/ML
KLOR-CON M10,TAB ER PRT,10 MEQ
KLOR-CON M15,Tablet,20 MEQ
KLOR-CON M15,Tablet,10 MEQ
KLOR-CON M15,Tablet,8 MEQ
KLOR-CON M15,TAB ER PRT,20 MEQ
KLOR-CON M15,TAB ER PRT,10 MEQ
KLOR-CON M15,TAB ER PRT,15 MEQ
KLOR-CON M15,Capsule ER,10 MEQ
KLOR-CON M15,Capsule ER,8 MEQ
KLOR-CON M15,PACKET,20 MEQ
KLOR-CON M15,Liquid,20MEQ/15ML
KLOR-CON M15,Liquid,40MEQ/15ML
KLOR-CON M15,PIGGYBACK,30MEQ/0.1L
KLOR-CON M15,PIGGYBACK,10MEQ/0.1L
KLOR-CON M15,PIGGYBACK,20MEQ/0.1L
KLOR-CON M15,PIGGYBACK,40MEQ/0.1L
KLOR-CON M15,PIGGYBACK,10MEQ/50ML
KLOR-CON M15,PIGGYBACK,20MEQ/50ML
KLOR-CON M15,VIAL,2 MEQ/ML
KLOR-CON M15,AMPUL,2 MEQ/ML
KLOR-CON M15,IV SOLN,2 MEQ/ML
KLOR-CON M20,TAB ER PRT,20 MEQ
KLOR-CON-EF,TABLET EFF,20 MEQ
KLOR-CON-EF,TABLET EFF,10 MEQ
KLOR-CON-EF,TABLET EFF,25 MEQ
KLOXXADO,SPRAY,8 MG
KOATE,VIAL,500 (+/-)
KOATE,VIAL,1000 (+/-)
KOATE,VIAL,250 (+/-)
KOGENATE FS,VIAL,3000 (+/-)
KOGENATE FS,VIAL,2000 (+/-)
KOGENATE FS,VIAL,500 (+/-)
KOGENATE FS,VIAL,1000 (+/-)
KOGENATE FS,VIAL,250 (+/-)
KOMBIGLYZE XR,TBMP 24HR,2.5-1000MG
KOMBIGLYZE XR,TBMP 24HR,5MG-1000MG
KOMBIGLYZE XR,TBMP 24HR,5 MG-500MG
KONDREMUL,EMULSION,2.5 ML/5ML
KONSYL,Powder,6 G/6 G
KONSYL,Powder,3.4 G/12 G
KONSYL,POWD PACK,6 G
KONSYL,POWD PACK,3.4 G
KONSYL DAILY FIBER,Powder,3.5G/5.8G
KONSYL DAILY FIBER,POWD PACK,3.5 G
KONSYL FORMULA-D,Powder,3.4 G/6.5G
KORLYM,Tablet,300 MG
KORSUVA,VIAL,65 MCG/1.3
KOSELUGO,Capsule,25 MG
KOSELUGO,Capsule,10 MG
KOSHER PRENATAL PLUS IRON,Tablet,30 MG-1 MG
KOVALTRY,VIAL,3000 (+/-)
KOVALTRY,VIAL,2000 (+/-)
KOVALTRY,VIAL,500 (+/-)
KOVALTRY,VIAL,1000 (+/-)
KOVALTRY,VIAL,250 (+/-)
KRAZATI,Tablet,200 MG
KRINTAFEL,Tablet,150 MG
KRISTALOSE,PACKET,20 G
KRISTALOSE,PACKET,10 G
KRYSTEXXA,VIAL,8 MG/ML
KURVELO,Tablet,0.15-0.03
KUVAN,POWD PACK,100 MG
KUVAN,POWD PACK,500 MG
KUVAN,TABLET SOL,100 MG
KYLEENA,IUD,17.5MCG/24
KYMRIAH,PLAST. BAG,2.5X10EXP8
KYMRIAH,PLAST. BAG,6 X 10EXP8
KYNMOBI,FILM,10 MG
KYNMOBI,FILM,15 MG
KYNMOBI,FILM,20 MG
KYNMOBI,FILM,25 MG
KYNMOBI,FILM,30 MG
KYNMOBI,FILM,10-15-20MG
KYPROLIS,VIAL,60 MG
KYPROLIS,VIAL,30 MG
KYPROLIS,VIAL,10 MG
KYZATREX,Capsule,100 MG
KYZATREX,Capsule,150 MG
KYZATREX,Capsule,200 MG
L-METHYLFOLATE,Tablet,15 MG
L-METHYLFOLATE,Tablet,7.5 MG
L-METHYLFOLATE CALCIUM,Tablet,15 MG
L-METHYLFOLATE CALCIUM,Tablet,7.5 MG
L-METHYLFOLATE FORTE,Capsule,15-90.314
L-METHYLFOLATE FORTE,Capsule,7.5-90.314
LABETALOL HCL,Tablet,100 MG
LABETALOL HCL,Tablet,200 MG
LABETALOL HCL,Tablet,300 MG
LABETALOL HCL,VIAL,5 MG/ML
LABETALOL HCL,Syringe,20 MG/4 ML
LABETALOL HCL,CARTRIDGE,20 MG/4 ML
LABETALOL HCL-DEXTROSE,PLAST. BAG,1 MG/ML
LABETALOL HCL-NACL,PLAST. BAG,1 MG/ML
LAC-HYDRIN FIVE,Lotion,5 %
LACOSAMIDE,Tablet,100 MG
LACOSAMIDE,Tablet,200 MG
LACOSAMIDE,Tablet,150 MG
LACOSAMIDE,Tablet,50 MG
LACOSAMIDE,Solution,10 MG/ML
LACOSAMIDE,VIAL,200MG/20ML
LACRISERT,INSERT,5 MG
LACTASE,Tablet,3000 UNIT
LACTASE,Tablet,9000 UNIT
LACTULOSE,Solution,10 G/15 ML
LACTULOSE,Solution,20 G/30 ML
LACTULOSE,PACKET,10 G
LAGEVRIO (EUA),Capsule,200 MG
LAMICTAL,Tablet,100 MG
LAMICTAL,Tablet,200 MG
LAMICTAL,Tablet,25 MG
LAMICTAL,Tablet,150 MG
LAMICTAL,TB CHW DSP,25 MG
LAMICTAL,TB CHW DSP,5 MG
LAMICTAL ODT,TAB RAPDIS,50 MG
LAMICTAL ODT,TAB RAPDIS,100 MG
LAMICTAL ODT,TAB RAPDIS,200 MG
LAMICTAL ODT,TAB RAPDIS,25 MG
LAMICTAL XR,TAB ER 24,100 MG
LAMICTAL XR,TAB ER 24,300 MG
LAMICTAL XR,TAB ER 24,200 MG
LAMICTAL XR,TAB ER 24,50 MG
LAMICTAL XR,TAB ER 24,250 MG
LAMICTAL XR,TAB ER 24,25 MG
LAMISIL,SPRAY,1 %
LAMIVUDINE,Tablet,150 MG
LAMIVUDINE,Tablet,300 MG
LAMIVUDINE,Solution,10 MG/ML
LAMIVUDINE HBV,Tablet,100 MG
LAMIVUDINE-ZIDOVUDINE,Tablet,150-300 MG
LAMOTRIGINE,Tablet,100 MG
LAMOTRIGINE,Tablet,200 MG
LAMOTRIGINE,Tablet,25 MG
LAMOTRIGINE,Tablet,150 MG
LAMOTRIGINE,TB CHW DSP,25 MG
LAMOTRIGINE,TB CHW DSP,5 MG
LAMOTRIGINE ER,TAB ER 24,100 MG
LAMOTRIGINE ER,TAB ER 24,300 MG
LAMOTRIGINE ER,TAB ER 24,200 MG
LAMOTRIGINE ER,TAB ER 24,50 MG
LAMOTRIGINE ER,TAB ER 24,250 MG
LAMOTRIGINE ER,TAB ER 24,25 MG
LAMOTRIGINE ODT,TAB RAPDIS,50 MG
LAMOTRIGINE ODT,TAB RAPDIS,100 MG
LAMOTRIGINE ODT,TAB RAPDIS,200 MG
LAMOTRIGINE ODT,TAB RAPDIS,25 MG
LAMPIT,Tablet,120 MG
LAMPIT,Tablet,30 MG
LANOXIN,Tablet,125 MCG
LANOXIN,Tablet,250 MCG
LANOXIN,Tablet,62.5 MCG
LANOXIN,Solution,50 MCG/ML
LANOXIN,Solution,0.125/2.5
LANOXIN,AMPUL,250 MCG/ML
LANOXIN,Syringe,250 MCG/ML
LANREOTIDE ACETATE,Syringe,120MG/0.5
LANSOPRAZOL-AMOXICIL-CLARITHRO,COMBO. PKG,30-500-500
LANSOPRAZOLE,CAPSULE DR,30 MG
LANSOPRAZOLE,CAPSULE DR,15 MG
LANSOPRAZOLE,TAB RAP DR,30 MG
LANSOPRAZOLE,TAB RAP DR,15 MG
LANTHANUM CARBONATE,Chewable Tablet,1000 MG
LANTHANUM CARBONATE,Chewable Tablet,500 MG
LANTHANUM CARBONATE,Chewable Tablet,750 MG
LANTUS,VIAL,100/ML
LANTUS SOLOSTAR,INSULN PEN,100/ML (3)
LAPATINIB,Tablet,250 MG
LARIN,Tablet,1MG-20MCG
LARIN,Tablet,1.5-0.03MG
LARIN 24 FE,Tablet,1MG-20(24)
LARIN FE,Tablet,1.5-30(21)
LARIN FE,Tablet,1MG-20(21)
LASIX,Tablet,20 MG
LASIX,Tablet,40 MG
LASIX,Tablet,80 MG
LASIX,Solution,10 MG/ML
LASIX,Solution,40MG/5ML
LASIX,Solution,40 MG/4 ML
LASIX,VIAL,10 MG/ML
LASIX,Syringe,10 MG/ML
LASTACAFT,Drops,0.25 %
LASTACAFT ONCE DAILY RELIEF,Drops,0.25 %
LATANOPROST,Drops,0.005 %
LATISSE,DROP W/APP,0.03 %
LATISSE,Drops,0.03 %
LATUDA,Tablet,20 MG
LATUDA,Tablet,40 MG
LATUDA,Tablet,60 MG
LATUDA,Tablet,80 MG
LATUDA,Tablet,120 MG
LAXA BASIC 100,Capsule,100 MG
LAXACIN,Tablet,8.6MG-50MG
LAYOLIS FE,Chewable Tablet,0.8-25(24)
LAZANDA,SPRAY/PUMP,100MCG/SPR
LAZANDA,SPRAY/PUMP,400MCG/SPR
LDO PLUS,GEL W/PUMP,4 %
LEDIPASVIR-SOFOSBUVIR,Tablet,90MG-400MG
LEENA,Tablet,7-9-5
LEFLUNOMIDE,Tablet,20 MG
LEFLUNOMIDE,Tablet,10 MG
LEMTRADA,VIAL,12MG/1.2ML
LENALIDOMIDE,Capsule,2.5 MG
LENALIDOMIDE,Capsule,10 MG
LENALIDOMIDE,Capsule,25 MG
LENALIDOMIDE,Capsule,5 MG
LENALIDOMIDE,Capsule,15 MG
LENALIDOMIDE,Capsule,20 MG
LENVIMA,Capsule,24 MG/DAY
LENVIMA,Capsule,14 MG/DAY
LENVIMA,Capsule,10 MG/DAY
LENVIMA,Capsule,20 MG/DAY
LENVIMA,Capsule,4 MG
LENVIMA,Capsule,8 MG/DAY
LENVIMA,Capsule,18 MG/DAY
LENVIMA,Capsule,12 MG/DAY
LEQVIO,Syringe,284 MG/1.5
LESCOL XL,Tablet ER 24H,80 MG
LESSINA,Tablet,0.1-0.02MG
LETAIRIS,Tablet,5 MG
LETAIRIS,Tablet,10 MG
LETROZOLE,Tablet,2.5 MG
LEUCOVORIN CALCIUM,Tablet,5 MG
LEUCOVORIN CALCIUM,Tablet,25 MG
LEUCOVORIN CALCIUM,Tablet,10 MG
LEUCOVORIN CALCIUM,Tablet,15 MG
LEUCOVORIN CALCIUM,VIAL,100 MG
LEUCOVORIN CALCIUM,VIAL,350 MG
LEUCOVORIN CALCIUM,VIAL,50 MG
LEUCOVORIN CALCIUM,VIAL,10 MG/ML
LEUCOVORIN CALCIUM,VIAL,200 MG
LEUCOVORIN CALCIUM,VIAL,500 MG
LEUKERAN,Tablet,2 MG
LEUKINE,VIAL,250 MCG
LEUPROLIDE ACETATE,Kit,1 MG/0.2ML
LEUPROLIDE DEPOT,VIAL,22.5 MG
LEVALBUTEROL CONCENTRATE,VIAL-NEB,1.25MG/0.5
LEVALBUTEROL HCL,VIAL-NEB,1.25MG/3ML
LEVALBUTEROL HCL,VIAL-NEB,0.63MG/3ML
LEVALBUTEROL HCL,VIAL-NEB,0.31MG/3ML
LEVALBUTEROL TARTRATE HFA,HFA AER AD,45 MCG
LEVAMLODIPINE MALEATE,Tablet,5 MG
LEVAMLODIPINE MALEATE,Tablet,2.5 MG
LEVBID,Tablet ER 12H,0.375 MG
LEVEMIR,VIAL,100/ML
LEVEMIR FLEXPEN,INSULN PEN,100/ML (3)
LEVEMIR FLEXTOUCH,INSULN PEN,100/ML (3)
LEVETIRACETAM,Tablet,500 MG
LEVETIRACETAM,Tablet,250 MG
LEVETIRACETAM,Tablet,750 MG
LEVETIRACETAM,Tablet,1000 MG
LEVETIRACETAM,Solution,100 MG/ML
LEVETIRACETAM,Solution,500 MG/5ML
LEVETIRACETAM,VIAL,500 MG/5ML
LEVETIRACETAM ER,Tablet ER 24H,500 MG
LEVETIRACETAM ER,Tablet ER 24H,750 MG
LEVETIRACETAM-NACL,PIGGYBACK,500MG/0.1L
LEVETIRACETAM-NACL,PIGGYBACK,1000MG/100
LEVETIRACETAM-NACL,PIGGYBACK,1500MG/100
LEVETIRACETAM-NACL,PIGGYBACK,250MG/50ML
LEVO-T,Tablet,25 MCG
LEVO-T,Tablet,50 MCG
LEVO-T,Tablet,75 MCG
LEVO-T,Tablet,100 MCG
LEVO-T,Tablet,112 MCG
LEVO-T,Tablet,125 MCG
LEVO-T,Tablet,150 MCG
LEVO-T,Tablet,175 MCG
LEVO-T,Tablet,200 MCG
LEVO-T,Tablet,300 MCG
LEVO-T,Tablet,88 MCG
LEVO-T,Tablet,137 MCG
LEVOBUNOLOL HCL,Drops,0.5 %
LEVOCARNITINE,Tablet,330 MG
LEVOCARNITINE,Solution,100 MG/ML
LEVOCARNITINE,Solution,1 G/10 ML
LEVOCARNITINE SF,Solution,100 MG/ML
LEVOCETIRIZINE DIHYDROCHLORIDE,Tablet,5 MG
LEVOCETIRIZINE DIHYDROCHLORIDE,Solution,2.5 MG/5ML
LEVOFLOXACIN,Tablet,500 MG
LEVOFLOXACIN,Tablet,750 MG
LEVOFLOXACIN,Tablet,250 MG
LEVOFLOXACIN,Solution,250MG/10ML
LEVOFLOXACIN,Drops,0.5 %
LEVOFLOXACIN,Drops,1.5 %
LEVOFLOXACIN,VIAL,25 MG/ML
LEVOFLOXACIN-D5W,PIGGYBACK,750MG/.15L
LEVOFLOXACIN-D5W,PIGGYBACK,250MG/50ML
LEVOFLOXACIN-D5W,PIGGYBACK,500MG/0.1L
LEVOLEUCOVORIN CALCIUM,VIAL,50 MG
LEVOLEUCOVORIN CALCIUM,VIAL,10 MG/ML
LEVONEST,Tablet,6-5-10
LEVONORG-ETH ESTRAD ETH ESTRAD,TBDSPK 3MO,150-30(84)
LEVONORG-ETH ESTRAD ETH ESTRAD,TBDSPK 3MO,100-20(84)
LEVONORG-ETH ESTRAD ETH ESTRAD,TBDSPK 3MO,0.15MG(84)
LEVONORGESTREL,Tablet,1.5 MG
LEVONORGESTREL-ETH ESTRADIOL,Tablet,0.15-0.03
LEVONORGESTREL-ETH ESTRADIOL,Tablet,0.1-0.02MG
LEVONORGESTREL-ETH ESTRADIOL,Tablet,90-20 MCG
LEVONORGESTREL-ETH ESTRADIOL,Tablet,6-5-10
LEVONORGESTREL-ETH ESTRADIOL,TBDSPK 3MO,0.15-0.03
LEVOPHED,AMPUL,1 MG/ML
LEVOPHED,VIAL,1 MG/ML
LEVORA-28,Tablet,0.15-0.03
LEVORPHANOL TARTRATE,Tablet,2 MG
LEVORPHANOL TARTRATE,Tablet,3 MG
LEVOTHYROXINE,Capsule,50 MCG
LEVOTHYROXINE,Capsule,100 MCG
LEVOTHYROXINE,Capsule,75 MCG
LEVOTHYROXINE,Capsule,125 MCG
LEVOTHYROXINE,Capsule,25 MCG
LEVOTHYROXINE,Capsule,112 MCG
LEVOTHYROXINE,Capsule,150 MCG
LEVOTHYROXINE,Capsule,88 MCG
LEVOTHYROXINE,Capsule,137 MCG
LEVOTHYROXINE,Capsule,175 MCG
LEVOTHYROXINE,Capsule,13 MCG
LEVOTHYROXINE,Capsule,200 MCG
LEVOTHYROXINE SODIUM,Tablet,50 MCG
LEVOTHYROXINE SODIUM,Tablet,75 MCG
LEVOTHYROXINE SODIUM,Tablet,100 MCG
LEVOTHYROXINE SODIUM,Tablet,25 MCG
LEVOTHYROXINE SODIUM,Tablet,88 MCG
LEVOTHYROXINE SODIUM,Tablet,112 MCG
LEVOTHYROXINE SODIUM,Tablet,125 MCG
LEVOTHYROXINE SODIUM,Tablet,150 MCG
LEVOTHYROXINE SODIUM,Tablet,175 MCG
LEVOTHYROXINE SODIUM,Tablet,137 MCG
LEVOTHYROXINE SODIUM,Tablet,200 MCG
LEVOTHYROXINE SODIUM,Tablet,300 MCG
LEVOTHYROXINE SODIUM,VIAL,200 MCG
LEVOTHYROXINE SODIUM,VIAL,500 MCG
LEVOTHYROXINE SODIUM,VIAL,100 MCG
LEVOTHYROXINE SODIUM,VIAL,100MCG/5ML
LEVOTHYROXINE SODIUM,VIAL,200MCG/5ML
LEVOTHYROXINE SODIUM,VIAL,500MCG/5ML
LEVOTHYROXINE SODIUM,VIAL,100 MCG/ML
LEVOXYL,Tablet,50 MCG
LEVOXYL,Tablet,88 MCG
LEVOXYL,Tablet,75 MCG
LEVOXYL,Tablet,112 MCG
LEVOXYL,Tablet,100 MCG
LEVOXYL,Tablet,175 MCG
LEVOXYL,Tablet,25 MCG
LEVOXYL,Tablet,200 MCG
LEVOXYL,Tablet,125 MCG
LEVOXYL,Tablet,137 MCG
LEVOXYL,Tablet,150 MCG
LEVSIN,Subligual Tab,0.125 MG
LEVSIN,Tablet,0.125 MG
LEVSIN,TAB RAPDIS,0.125 MG
LEVSIN,Drops,0.125MG/ML
LEVSIN,ELIXIR,125MCG/5ML
LEVSIN,VIAL,0.5 MG/ML
LEVSIN-SL,Subligual Tab,0.125 MG
LEVSIN-SL,Tablet,0.125 MG
LEVSIN-SL,TAB RAPDIS,0.125 MG
LEVSIN-SL,Drops,0.125MG/ML
LEVSIN-SL,ELIXIR,125MCG/5ML
LEVSIN-SL,VIAL,0.5 MG/ML
LEVULAN,SOL W/APPL,20 %
LEXAPRO,Tablet,10 MG
LEXAPRO,Tablet,20 MG
LEXAPRO,Tablet,5 MG
LEXAPRO,Solution,5 MG/5 ML
LEXAPRO,Solution,10 MG/10ML
LEXETTE,Ointment,0.05 %
LEXETTE,Cream (g),0.05 %
LEXETTE,Foam,0.05 %
LEXISCAN,Syringe,0.4 MG/5ML
LEXIVA,Tablet,700 MG
LIALDA,TABLET DR,1.2 G
LIALDA,TABLET DR,800 MG
LIALDA,SUPP.RECT,1000 MG
LIALDA,ENEMA,4 G/60 ML
LIALDA,ENEMA KIT,4 G/60 ML
LIBRAX,Capsule,5 MG-2.5MG
LIDOCAINE,Patch,5 %
LIDOCAINE,Patch,3.5 %
LIDOCAINE,Patch,4 %
LIDOCAINE,Ointment,5 %
LIDOCAINE,Cream (g),4 %
LIDOCAINE,Cream (g),5 %
LIDOCAINE,Cream (g),3 %
LIDOCAINE,Kit,4 %
LIDOCAINE HCL,JELLY(ML),2 %
LIDOCAINE HCL,Cream (g),3 %
LIDOCAINE HCL,Cream (g),4 %
LIDOCAINE HCL,Cream (g),3.88 %
LIDOCAINE HCL,JEL/PF APP,2 %
LIDOCAINE HCL,Solution,40 MG/ML
LIDOCAINE HCL,Solution,4 %
LIDOCAINE HCL,VIAL,10 MG/ML
LIDOCAINE HCL,VIAL,20 MG/ML
LIDOCAINE HCL,VIAL,5 MG/ML
LIDOCAINE HCL,AMPUL,10 MG/ML
LIDOCAINE HCL,AMPUL,40 MG/ML
LIDOCAINE HCL,AMPUL,20 MG/ML
LIDOCAINE HCL,AMPUL,15 MG/ML
LIDOCAINE HCL,Syringe,100 MG/5ML
LIDOCAINE HCL,Syringe,50 MG/5 ML
LIDOCAINE HCL,Syringe,200MG/10ML
LIDOCAINE HCL,Syringe,100MG/10ML
LIDOCAINE HCL,Syringe,60 MG/3 ML
LIDOCAINE HCL,Syringe,30 MG/3 ML
LIDOCAINE HCL,PEN INJCTR,0.5 MG
LIDOCAINE HCL VISCOUS,Solution,2 %
LIDOCAINE HCL-EPINEPHRINE,VIAL,2 %-1:100K
LIDOCAINE HCL-EPINEPHRINE,VIAL,0.5-1:200K
LIDOCAINE HCL-EPINEPHRINE,VIAL,1%-1:100K
LIDOCAINE HCL-EPINEPHRINE,VIAL,1.5-1:200K
LIDOCAINE HCL-EPINEPHRINE,VIAL,2%-1:200K
LIDOCAINE HCL-EPINEPHRINE,AMPUL,1.5-1:200K
LIDOCAINE-EPINEPHRINE,CARTRIDGE,2 %-1:100K
LIDOCAINE-EPINEPHRINE,CARTRIDGE,2%-1:50000
LIDOCAINE-HYDROCORTISONE,Cream (g),3 %-0.5 %
LIDOCAINE-HYDROCORTISONE,CREAM/APPL,3 %-0.5 %
LIDOCAINE-HYDROCORTISONE,GEL W/APPL,0.55%-2.8%
LIDOCAINE-HYDROCORTISONE,GEL W/APPL,3-2.5%(7G)
LIDOCAINE-HYDROCORTISONE,Kit,2%-2% (7G)
LIDOCAINE-HYDROCORTISONE,Kit,3%-1%(7 G)
LIDOCAINE-HYDROCORTISONE,Kit,2.5-3%(7G)
LIDOCAINE-HYDROCORTISONE,Kit,3 %-0.5 %
LIDOCAINE-PRILOCAINE,Cream (g),2.5 %-2.5%
LIDOCAINE-PRILOCAINE,Kit,2.5 %-2.5%
LIDOCAINE-TETRACAINE,Cream (g),7 %-7 %
LIDOCARE,Patch,4 %
LIDOCARE,SPRAY,4 %
LIDOCORT,Cream (g),3 %-0.5 %
LIDOCORT,CREAM/APPL,3 %-0.5 %
LIDOCORT,GEL W/APPL,0.55%-2.8%
LIDOCORT,GEL W/APPL,3-2.5%(7G)
LIDOCORT,Kit,2%-2% (7G)
LIDOCORT,Kit,3%-1%(7 G)
LIDOCORT,Kit,2.5-3%(7G)
LIDOCORT,Kit,3 %-0.5 %
LIDODERM,Patch,5 %
LIDODERM,Patch,3.5 %
LIDODERM,Patch,4 %
LIDODERM,Ointment,5 %
LIDODERM,Cream (g),4 %
LIDODERM,Cream (g),5 %
LIDODERM,Cream (g),3 %
LIDODERM,Kit,4 %
LIDOFORE,Patch,4 %
LIDOFORE,SPRAY,4 %
LIDOHEAL-90,Patch,5 %
LIDOHEAL-90,Patch,3.5 %
LIDOHEAL-90,Patch,4 %
LIDOHEAL-90,Ointment,5 %
